id,pca_features
37,"[-1.96433522599,2.18657213092,-0.0154082383115,-2.47979461261,-1.14205247429,1.03201827574,-0.66493519191,-0.676136938388,-2.73123590877,-2.38776973673,-0.786647281971,-0.315729377105,1.48882829767,-0.13946675504,-2.51596942584,1.66559755346,-0.536649068651,0.135354112061,0.826502855878,0.0297301382767,-0.00598915878623,-1.48373646338,-0.954960653962,-0.620742705953,-0.123203022965,0.381667347023,-0.445735202273,-0.0615992725403,-0.787485115167,0.515009030903,0.869023985836,1.03118623439,0.338044708316,1.01745334653,0.561405836156,0.773248486217,0.119783720256,0.261006643677,-0.540505333533,-0.302522247511,0.74321732281,0.18096436937,-0.863861504849,-0.763317681856,0.462895617026,0.382821588089,0.447090781556,-0.309192865899,0.115910261038,0.0471904473766]"
38,"[-1.82527143212,2.68293010045,0.123721573307,-2.2375890601,-0.952709948269,1.26366314305,-1.19852152592,0.0429780457269,-2.96556425386,-2.11161621145,-1.25827276102,-0.144711415909,1.40501856008,0.00638293413311,-2.8943350394,1.05736034811,-0.360144178999,-0.516005213402,0.767728945532,0.235063969422,-0.316100466989,-1.04007544547,-0.797311218746,-0.758296379584,-0.0285948419167,0.359141353706,-0.630747451844,-0.0577258736796,-0.483979548258,0.784488426018,1.07073078152,0.466497091923,0.487896779955,0.741826996913,0.385251440535,0.748249934587,0.285424100218,-0.000266755636125,-0.315928716126,-0.100571523688,0.407444934947,0.316629230864,-0.822808531126,-0.972615771942,0.268460561291,0.0838292355088,0.496446915275,-0.171969480206,-0.333042861223,0.109788235541]"
39,"[-4.33202326174,6.4993849501,-0.920668017712,-1.38537760371,0.486355957709,-0.440271572858,0.119731321029,1.37425470568,-1.49721021121,0.0137692583366,0.306318670545,1.1988953508,0.722068086755,-3.0357724924,-1.39189619679,0.81594969812,-0.00868373831969,0.0294146363957,2.44413601923,0.572609143881,-0.699680691783,-0.882140593798,-0.591401575145,0.227169731586,0.843051687432,-0.253939937704,0.454430514029,-0.893126728784,-0.744482876281,-0.646258277289,0.528526964519,0.625654880381,0.371349049345,0.197906539577,0.115036769858,-0.618241251635,-1.00846996147,-0.29636687821,0.924242164098,0.0533897291611,-0.702554430223,0.509141983629,0.428365875177,-0.269851580104,-0.678270677942,0.537392910404,1.32365723829,-0.138762738495,0.160005146994,0.125635697139]"
40,"[-4.47082865719,6.61746929039,-0.74277324952,-1.19707032021,0.423345394643,-0.269306518466,-0.294274469549,1.67723387762,-1.672154652,0.173388671889,-0.263401420373,1.44571428532,0.690288582593,-2.83805615179,-1.92319457276,0.359029310158,0.356188436908,-0.386344326191,1.90717657551,0.716577833602,-0.990901434198,-0.746814159843,-0.729652746454,0.125370555322,0.349270695876,-0.394562446091,0.393388610261,-0.677436127369,-0.658259226235,-0.396424940113,0.659711749403,0.453087917896,0.307132863897,0.202880103551,-0.0482409680004,-0.798155021113,-0.94258150848,-0.313129261049,0.648584985907,-0.0187030457114,-0.801492550666,0.268716058537,0.415153535075,-0.0973201164033,-0.665244313423,0.354486039523,1.1340597663,0.0526322561063,0.142715462327,0.171171944024]"
41,"[-0.618552689667,1.33864392119,-0.351767044296,-3.1779739853,-3.64160536262,3.47014910965e-05,-3.28532852241,0.0829507900084,-1.0609535859,0.54270512526,0.308487779479,2.51981537847,1.14771646736,-0.997297260775,-1.31086327314,2.00583349118,-1.5165910289,0.171576709756,1.47249748747,0.945385616803,0.805208349897,0.0707951786621,-0.0192599909468,-1.0078815076,0.0054399185245,0.0526948790751,-0.191363115788,0.0327350944545,0.223149456916,0.630916354941,0.259358255952,1.03869296027,-0.191522497699,0.118860718447,0.0741284835243,-0.436160521923,-0.619227410391,-0.026460484932,-0.249618156807,0.128631099183,0.211462350977,-0.0560695895531,-0.752484084914,0.0691236576146,0.813655764277,0.230540993016,-0.669700954022,-0.189495251982,-0.475027498261,-0.234211089648]"
42,"[-0.764217480479,1.33847276681,-0.358646387851,-2.92202038214,-3.36272464429,0.279794568377,-3.48776823903,0.394165775123,-1.23478512771,0.649101967074,-0.323735095944,2.7625027525,1.06484268072,-0.944830860511,-1.66965653256,1.51298231019,-1.3515610636,-0.216875680002,1.33641932341,0.979836633579,0.36339124898,0.369905111062,-0.0167906589367,-1.23080311857,-0.434118392211,0.126849875748,-0.234169017623,0.305641196895,0.284441576555,0.481195186373,0.565148637505,0.60161887411,-0.246157228043,-0.211558794637,-0.0321346892407,-0.541356547412,-0.598760325338,-0.227745787987,-0.245764619195,0.302957609455,-0.0401147574315,-0.199112164191,-0.736041134611,0.147553337647,0.697712872633,0.370386518244,-0.704602290099,-0.181058633276,-0.84156354704,0.0269741642557]"
43,"[-0.24752943201,0.959068735178,-0.318587866198,-3.73269346199,2.52503950918,-0.452172176394,-1.96652068349,0.706526710623,-2.5890472895,0.39713857337,-0.338825827259,1.36627316131,1.25038165686,-1.25168352505,-1.21708580484,1.56517128237,-1.17855064625,0.857422261685,1.39769282596,0.470469427175,-0.790897197382,-0.259186067467,-0.0857745346404,-0.238268899023,-1.09346090603,0.433104713074,-0.00845333892552,-0.0138475540667,0.00986697676846,0.29677493625,0.0714269730488,1.17030366091,-0.145937254855,0.287985317506,1.36608275968,0.0498784057783,0.570714266675,0.434072725913,-0.377168168245,-0.649873350918,-0.0869589263838,0.308281426778,0.290423752485,0.213839685684,0.687320684435,-0.671244230315,-0.385412879808,-0.106740532322,-0.0289254974415,-0.348343608681]"
44,"[-0.490569477355,1.17586384475,-0.101763754314,-3.59393579932,2.5056188591,-0.624337277858,-2.15290497086,0.750898620558,-2.25896316373,0.450228479901,-0.583390916398,1.49597842389,1.16614325035,-1.09757196594,-1.28158400658,1.48408068925,-1.08792079097,0.896419806521,1.45451980597,0.723874078374,-0.846457483526,-0.0938919185792,-0.0706555145062,-0.163306997601,-1.00452621356,0.317313636625,0.300937316142,-0.0111489925205,0.057397127972,0.171115601682,0.171707518042,1.34056101789,-0.144414726913,0.170705206334,1.23077665219,0.228394212453,0.469238844395,0.315945518609,-0.0551631104315,-0.698994295705,-0.0651344171701,0.392243519021,0.414427962822,0.0267948923772,0.418673057954,-0.487811246982,-0.431962469309,-0.410853152102,-0.0595364287724,0.0075717249789]"
45,"[-0.648284503345,1.41203108965,0.0255842604028,-3.6321759867,2.60563131928,-0.333753839762,-2.44655174837,1.0856408205,-2.43755525814,0.44519012912,-1.02617557082,1.52548946295,1.08519608892,-1.02882779465,-1.73108503999,1.00054133647,-0.681823926497,0.419975139291,1.22862911065,0.939727242203,-1.31973917354,-0.00250404425565,-0.210174461374,-0.0546088479496,-1.28684913723,0.127971572727,-0.0353679093935,0.0726416183244,-0.0531504076489,0.235147099878,0.409980091162,0.934450545434,-0.491148245245,0.20812441246,0.842843705755,0.162233933902,0.423393257727,0.232051473159,-0.262286766884,-0.695802211534,0.091639758866,0.0902996800921,0.0318171284888,-0.220880281698,0.266836537215,-0.587246501917,-0.122734658331,-0.435118205678,-0.252166944548,0.0992525394984]"
46,"[-1.3355414358,0.808883868244,0.438804950993,-4.22286318325,1.75994827151,-0.770258023332,-2.85242549462,0.639687200581,-2.10182284755,1.8291275894,-0.692514611115,-1.10033232937,1.56614856633,-1.9637944058,-1.57114749097,0.964687168141,-1.06617830854,-0.109473056347,1.99393946909,1.07344955602,0.0101617997919,-1.43889136333,-0.268376103217,0.442969234211,-1.02907557116,0.737490603852,-0.0357787126422,-0.513546103686,-0.751501096958,0.00134147787949,-0.0993559754841,0.324385523781,-0.278878437196,0.0614783274072,0.175976576105,-0.126972440174,0.340870761362,-0.524878829784,-0.0696233592228,-0.396953237717,0.318601414016,-0.491191315141,0.00500993323082,-0.274102396678,0.537132276231,-0.518422260535,-0.57132172183,0.128225838513,-0.374738684752,-0.96949863496]"
47,"[-1.41205198549,0.944102815171,0.521357663091,-3.93404072083,1.80603513547,-0.537416113827,-3.04968664985,1.02876419189,-2.27433028661,1.65061422763,-1.14379954405,-0.67939440905,1.42361708569,-1.72817885424,-1.96461263703,0.413070212868,-0.650761881433,-0.515924344736,1.50014564812,1.35999363422,-0.579614039696,-1.02020668745,-0.35339662185,0.18102794547,-1.22681649402,0.520786186308,-0.31360648936,-0.145706071712,-0.605785367528,-0.178077070324,-0.266160400484,0.242423511933,-0.0818353967249,0.035512244843,0.0751245490905,0.101393094132,0.570785795249,-0.561311998316,-0.376569762908,-0.372609880414,-0.223479042953,-0.243612132922,0.173478319371,-0.414985105536,0.363674154511,-0.101492841725,-0.552138404363,0.0395009398412,-0.278453146876,-0.691035870066]"
48,"[-0.331619638456,1.78595812534,-0.85084598478,-3.17260974736,0.340484262427,0.443902959672,-2.02897336946,-0.421750473841,-0.72808090035,0.948273437219,-0.8732085,0.647643829104,1.23032496802,-1.30462279515,-2.16464940652,-0.201680280295,-2.69428698107,-0.188299856469,1.91218792678,0.839704756401,0.890504362052,-0.784510649794,0.00821987430131,-0.635961274437,-1.23704902503,1.35165011281,0.535305898399,-0.197800942815,-0.514100286835,0.371266784151,0.241507919594,1.20901099329,-0.199581999732,-0.127714346199,0.547650786177,-0.280692726776,0.91470354777,0.0769345906516,0.57602706719,-0.339052917089,0.676380024906,-0.331626056387,-0.473127427534,-0.0541039916789,0.174424484852,-0.401391305239,-0.419789207954,-0.362517684679,0.131767017648,-0.139354814052]"
49,"[0.0290088608313,1.82847678475,-0.738487193598,-3.61619207485,-0.816431346748,0.88988196185,-3.47176179046,1.06037930235,-0.54423217215,1.1833431774,-1.40490409301,1.15861254464,0.995122911581,-1.40451737127,-2.49361558795,-0.389430024364,-2.55412999515,-1.02180210793,1.43634212381,0.896452565565,0.995128517079,-0.81753869274,-0.200421704968,-1.30476801599,-1.06607620983,1.23609507853,0.192175237194,0.298722484148,-0.581834659785,0.206407251977,-0.599997814814,1.13042121338,0.220181116342,-0.126448479912,0.87257471268,0.240303800408,0.675815762932,-0.10771712227,-0.0604554209875,-0.307449062382,0.413106724357,0.291657324938,0.0480794195852,-0.228557448391,-0.366122379987,0.0827973661725,0.0662334506669,-0.246551017145,0.0960161550227,0.216763469207]"
50,"[-3.34754108291,0.420266409789,0.225433915925,-1.94717192079,-0.592423350544,1.26544576442,-1.91717648302,-0.636120242039,-2.03708014851,0.904190384316,1.70220511183,-0.430043292035,0.946872562947,-1.39646234413,-1.37439912472,1.64600189963,-1.60015303902,0.531554541188,-0.354008449134,1.08581700026,-1.12804716072,-1.15193991044,-0.254994953939,-0.202431540148,-1.55476972625,1.4067284255,-0.8375176166,-1.14086956634,0.0597167549547,0.0158177578723,0.429667999753,0.518352663088,-0.0952109812367,-0.539177096498,0.316160522968,-0.17590109653,-0.433841648995,-0.122662061023,0.557770221659,-0.368281146947,-0.209632590734,-0.484660262655,0.156559241366,0.0312694178876,0.397767654152,0.670005385155,-0.323552195501,-0.271049585013,-0.189972130275,0.165066725058]"
51,"[-3.30549526746,0.365416939631,0.364584676248,-1.56067747213,-0.495345001743,1.42880481721,-2.25508277884,-0.0921518070012,-2.05327122989,0.949056551959,1.16174372896,-0.0590662782071,1.15497684468,-1.58885213627,-1.88085080391,1.17774605383,-1.34758949696,0.100998834343,-0.920940849973,1.36084085414,-1.69571713557,-0.716717475154,-0.454443020031,-0.326395355116,-1.82306483965,1.25515568751,-0.836661061455,-1.15787707371,0.156616186223,-0.146076112758,0.452524470491,0.397355682437,-0.502427163983,-0.451758254497,0.218792343467,-0.145804401045,-0.429053762749,-0.208932454749,0.180097399817,-0.3106029553,-0.760108156895,-0.534106286348,0.134828901769,-0.182613038838,-0.119683015672,0.777545642023,-0.0964598612329,-0.765315031701,-0.149105484012,0.343342601898]"
52,"[-2.93418538233,3.2286235528,-0.439518102451,-2.09343188925,-2.47165744045,-1.26015762938,-0.758459609035,-0.74851093355,-4.5335793634,1.51414406075,1.41755432187,-0.0675010207548,1.36554538918,-2.20208559219,-1.45965816453,1.07867401533,-0.26908096578,-0.539093777014,0.528016283287,0.392628915788,-0.240712579228,-0.0310452878505,-0.731005919258,-0.714365371974,-0.362532282168,1.23686215356,-1.3568319878,-0.564892351116,-0.883880077624,0.820007129377,-0.0874038226569,0.0888236397789,0.544146355798,-0.373531194524,0.336379829645,0.901441822451,-0.388585542025,-0.507668552786,0.254685110316,0.618861421268,0.545466178066,-0.749064527788,-0.58990990831,0.190679302203,0.636093030773,-0.068400264385,-0.0527676597439,0.534189008028,0.687201146253,-0.291510474758]"
53,"[-3.02921701801,3.23644408402,-0.182432763747,-1.86989892861,-2.59323682725,-0.992805696038,-1.26510805711,-0.50692755674,-4.76182792092,1.68704574901,0.781560001006,0.236298838053,1.25166165381,-1.77312151477,-1.80222290466,0.64265805891,0.280471450523,-0.914933024695,0.39165294422,0.62061350832,-0.664718036452,0.183064129473,-0.785175557135,-0.883631726534,-0.549144441328,1.30462548206,-1.25332618428,-0.477273453154,-0.723365625751,0.735493337819,0.190469465048,-0.0701408329793,0.588930761669,-0.550941155541,0.288246092505,0.65483931862,-0.269336660501,-0.519232896504,0.131323411231,0.764167928706,0.241378606263,-0.663169685528,-0.214649827204,0.0550999206259,0.311729845434,-0.0323996890807,0.137464156501,0.220641077194,0.652278974886,-0.0264637256724]"
54,"[-4.58442008613,3.42951195715,-3.21411322793,-0.52826584686,0.174467547312,-1.47868024868,-2.36180453264,0.983440817369,-1.08329463721,0.21222355109,-0.570806867216,-1.21746537955,1.44371730289,-0.291432181481,-1.05219192822,1.93450057085,-1.65943892429,-0.384359158441,0.599866714453,0.849923724612,0.945617833705,-1.51404666869,-0.846949049093,-1.40017909498,-0.909320002056,0.077852094013,-0.455407070199,-0.507966648043,-0.0415166159419,0.530351384103,0.0308993087426,-0.195109204531,0.855771960423,-0.901352853309,0.469431162319,1.37702696108,-0.308266837855,0.244030716245,0.583016695103,0.768752605491,0.409850385635,-0.518295245268,-0.606259191256,-1.21195416545,0.448306423145,-0.0167784771712,-0.640182160932,0.398913290131,-0.474267466834,-1.04555218541]"
55,"[-5.14469833443,3.18151109528,-2.78338660948,-0.242330549048,0.23064795388,-1.6353049993,-2.79217352771,1.59826724499,-1.24637051696,0.61139362507,-1.34306098111,-0.948047724269,1.40300826405,0.0215312348653,-1.63608874307,1.43150950427,-0.964721284567,-0.624031529564,0.348076399941,0.778134291297,0.508910346847,-1.11796938581,-0.820277892928,-1.52659317213,-1.10815742576,0.0621383530042,-0.237382662711,-0.554127555219,0.181351950048,0.582394014414,0.419891500904,-0.340902141965,1.1733628376,-0.603408631837,0.333746879542,0.797686744729,-0.00942266618053,0.270381271698,0.346826909737,0.87198861625,0.00535472436855,-0.585446621985,0.0476566647384,-0.968777882651,0.419974026778,-0.178436430578,-0.283166461908,0.335379040498,-0.564988987347,-1.0239612912]"
56,"[-6.32916093997,2.9158864528,1.90423506981,-2.05615489685,-1.13328074143,-1.52579082741,-0.921665114545,0.314116263317,-0.344436574087,0.914469558687,0.252312314925,1.15636485952,1.67345165378,-0.379451042053,-1.71034940508,1.53275545952,-1.322068007,0.520300449271,1.111007518,-0.712754926817,-0.293416726572,-1.26611116851,-0.313503852427,-1.79495219002,-0.354647524535,1.70960674906,-1.79602766813,-0.0628757381457,0.804725660841,0.881634011859,-0.164967277673,-0.915001586494,0.782848925771,-0.419159109688,0.293689834437,0.541000337969,-0.235581931731,-0.695877096236,0.0196430873692,0.454710903354,1.1443693236,-0.318246115526,0.348492267293,-0.105774729917,-0.232210259816,0.538405712877,-0.43694192506,-0.215167133206,0.483235703167,-0.639257550878]"
57,"[-6.3957693728,2.900611643,2.00518614476,-1.79130314589,-1.05385856679,-1.09134730048,-1.31221204745,0.704529345803,-0.607732143586,0.982358274449,-0.254329858739,1.50858225229,1.59249502481,-0.344739500623,-2.15846617346,1.19844775582,-1.01290883407,-0.0731023864571,0.652895963985,-0.610042603986,-0.699090404831,-0.936204521651,-0.400422523024,-1.81277537409,-0.621034635602,1.65177600943,-1.68407842009,0.0846921262297,0.87390963931,0.781154455236,0.14576192927,-1.01058551505,0.555653460224,-0.343739283856,0.229564401684,0.316505271834,-0.215726092004,-0.566547175018,-0.176550086443,0.633793075975,0.963194848994,-0.324556116591,0.383415573166,-0.199777684583,-0.419807305024,0.477776615892,-0.240737974982,0.077954791496,0.422604486899,-0.583415137022]"
58,"[-3.14276599672,1.25181023837,0.285051311333,-2.76628413829,-1.56809765836,1.24123673198,0.277597461212,0.439298931381,-3.00943802263,-1.91141947026,-0.985986016024,-0.281245239687,2.16906052738,0.478611854778,-2.50386891256,1.14832961812,-0.950702724575,0.118130376612,1.78854392316,0.265041282018,-0.100799423655,-1.24055109229,-0.0187455910621,-0.228320192284,-0.691423429228,-0.227272427805,-0.327778125395,0.144436728638,-0.291765827134,-0.437623314122,0.0894549612467,1.01893356572,0.380119384697,0.321704467396,0.283371269417,-0.264689353678,-0.710035578694,0.126413338514,-0.408785697559,-0.372279488383,0.800449587888,-0.375474362051,0.0522953376077,-1.30646358693,-0.159767058011,0.353064107618,0.468816545946,-0.770619723317,0.281966286306,0.195116044034]"
59,"[-3.41815983779,1.40579704632,0.439718746888,-2.5004990383,-1.22488684853,1.78730888531,-0.394994357287,0.987299507737,-3.34054937056,-1.57733198287,-1.43211247723,0.228604135071,1.79950046315,0.390054077035,-2.73504236166,0.442344066576,-0.562025989277,-0.300136315606,1.3699464302,0.360827145387,-0.349491196248,-0.957763204362,-0.252424589713,-0.615428226472,-0.714728397886,-0.183637559397,-0.200300440995,-0.133993685755,-0.243082750734,-0.408012190644,0.0250360147913,0.494404527069,0.295660931795,0.321947167592,0.230801176798,-0.481378829416,-0.623486699277,0.153339772309,-0.418856727053,-0.608032908987,0.610045096856,0.0734792204564,0.0593572260056,-1.44936674712,-0.0963854497777,0.506464659835,0.0547227545269,-0.507265144217,0.402272999614,0.506188228909]"
